Experimento,Arq,Barra,Horizonte_h,MAE_modelo,MAE_persistencia24,MASE,skill
piloto_sin_outliers_h24,LN,CHARRUA,15,20.798036282756122,19.136158110388045,1.086844922725943,-0.08684492272594291
piloto_sin_outliers_h24,LN,CHARRUA,16,20.751109090709893,19.136158110388045,1.084392644072332,-0.08439264407233193
piloto_sin_outliers_h24,LN,CHARRUA,17,20.674474985339206,19.136158110388045,1.0803879684771254,-0.08038796847712537
piloto_sin_outliers_h24,LN,CHARRUA,18,20.639593676302514,19.136158110388045,1.0785651726559644,-0.07856517265596441
piloto_sin_outliers_h24,LN,CHARRUA,19,20.593823300387147,19.136158110388045,1.0761733458508482,-0.07617334585084823
piloto_sin_outliers_h24,LN,CHARRUA,20,20.533802549702827,19.136158110388045,1.0730368358817055,-0.07303683588170551
piloto_sin_outliers_h24,LN,CHARRUA,21,20.488268924381224,19.136158110388045,1.0706573809744593,-0.07065738097445928
piloto_sin_outliers_h24,LN,CHARRUA,22,20.422360642020113,19.136158110388045,1.0672132057131078,-0.06721320571310785
piloto_sin_outliers_h24,LN,CHARRUA,23,20.45787531347268,19.136158110388045,1.0690690992131353,-0.06906909921313531
piloto_sin_outliers_h24,LN,CHARRUA,24,20.475322543052513,19.136158110388045,1.0699808407173175,-0.06998084071731747
piloto_sin_outliers_h24,LN,P.AZUCAR,1,11.225012172938944,13.159593878042902,0.8529907744089388,0.14700922559106122
piloto_sin_outliers_h24,LN,P.AZUCAR,2,11.881079741832174,13.159593878042902,0.9028454716718911,0.09715452832810889
piloto_sin_outliers_h24,LN,P.AZUCAR,3,12.507301583279757,13.159593878042902,0.9504321865242734,0.049567813475726585
piloto_sin_outliers_h24,LN,P.AZUCAR,4,12.931013690344423,13.159593878042902,0.9826301487859842,0.017369851214015797
piloto_sin_outliers_h24,LN,P.AZUCAR,5,13.227717232381213,13.159593878042902,1.005176706437117,-0.005176706437117096
piloto_sin_outliers_h24,LN,P.AZUCAR,6,13.527350259442075,13.159593878042902,1.027945876203124,-0.027945876203123943
piloto_sin_outliers_h24,LN,P.AZUCAR,7,13.774301439691204,13.159593878042902,1.0467117425769465,-0.04671174257694655
piloto_sin_outliers_h24,LN,P.AZUCAR,8,14.01992743487759,13.159593878042902,1.0653769078900053,-0.06537690789000528
piloto_sin_outliers_h24,LN,P.AZUCAR,9,14.21109540106791,13.159593878042902,1.0799037973944974,-0.07990379739449738
piloto_sin_outliers_h24,LN,P.AZUCAR,10,14.297857230649164,13.159593878042902,1.0864968450512353,-0.08649684505123534
piloto_sin_outliers_h24,LN,P.AZUCAR,11,14.41545171844784,13.159593878042902,1.095432872172474,-0.09543287217247398
piloto_sin_outliers_h24,LN,P.AZUCAR,12,14.48386690383878,13.159593878042902,1.1006317549058608,-0.10063175490586085
piloto_sin_outliers_h24,LN,P.AZUCAR,13,14.601782154277249,13.159593878042902,1.1095921568400886,-0.1095921568400886
piloto_sin_outliers_h24,LN,P.AZUCAR,14,14.68480523288494,13.159593878042902,1.1159010961110958,-0.11590109611109578
piloto_sin_outliers_h24,LN,P.AZUCAR,15,14.737009768280299,13.159593878042902,1.1198681285194791,-0.11986812851947914
piloto_sin_outliers_h24,LN,P.AZUCAR,16,14.80815139691437,13.159593878042902,1.1252741941848317,-0.12527419418483166
piloto_sin_outliers_h24,LN,P.AZUCAR,17,14.883214880464505,13.159593878042902,1.130978282338751,-0.13097828233875108
piloto_sin_outliers_h24,LN,P.AZUCAR,18,14.884586113290519,13.159593878042902,1.1310824825776582,-0.1310824825776582
piloto_sin_outliers_h24,LN,P.AZUCAR,19,14.874669291435824,13.159593878042902,1.1303289014302005,-0.13032890143020048
piloto_sin_outliers_h24,LN,P.AZUCAR,20,14.866050268537771,13.159593878042902,1.1296739402681821,-0.12967394026818213
piloto_sin_outliers_h24,LN,P.AZUCAR,21,14.934982417675064,13.159593878042902,1.1349121071733408,-0.1349121071733408
piloto_sin_outliers_h24,LN,P.AZUCAR,22,15.072772874682745,13.159593878042902,1.1453828297719755,-0.14538282977197547
piloto_sin_outliers_h24,LN,P.AZUCAR,23,15.261255464588311,13.159593878042902,1.1597056570303497,-0.15970565703034967
piloto_sin_outliers_h24,LN,P.AZUCAR,24,15.408936514644113,13.159593878042902,1.1709279676445254,-0.17092796764452545
piloto_sin_outliers_h24,LN,TARAPACA,1,11.44825462225461,13.083139310677273,0.875038807613367,0.12496119238663295
piloto_sin_outliers_h24,LN,TARAPACA,2,12.423089871740997,13.083139310677273,0.9495496131882044,0.05045038681179559
piloto_sin_outliers_h24,LN,TARAPACA,3,12.925632799028575,13.083139310677273,0.9879611072000009,0.012038892799999146
piloto_sin_outliers_h24,LN,TARAPACA,4,13.280138782456168,13.083139310677273,1.0150575077663602,-0.015057507766360168
piloto_sin_outliers_h24,LN,TARAPACA,5,13.531153550054917,13.083139310677273,1.0342436344014174,-0.03424363440141742
piloto_sin_outliers_h24,LN,TARAPACA,6,13.706547287182223,13.083139310677273,1.0476497239463147,-0.047649723946314726
piloto_sin_outliers_h24,LN,TARAPACA,7,13.817308175267872,13.083139310677273,1.0561156498571742,-0.05611564985717421
piloto_sin_outliers_h24,LN,TARAPACA,8,13.883908694771348,13.083139310677273,1.0612062109161031,-0.06120621091610312
piloto_sin_outliers_h24,LN,TARAPACA,9,13.906819555632435,13.083139310677273,1.0629573854864443,-0.06295738548644425
piloto_sin_outliers_h24,LN,TARAPACA,10,13.958117511369545,13.083139310677273,1.066878306491638,-0.06687830649163806
piloto_sin_outliers_h24,LN,TARAPACA,11,14.060229855305488,13.083139310677273,1.074683187377727,-0.07468318737772695
piloto_sin_outliers_h24,LN,TARAPACA,12,14.12548270787524,13.083139310677273,1.0796707405192345,-0.0796707405192345
piloto_sin_outliers_h24,LN,TARAPACA,13,14.192116088793634,13.083139310677273,1.0847638133159152,-0.0847638133159152
piloto_sin_outliers_h24,LN,TARAPACA,14,14.250684453339485,13.083139310677273,1.0892404425984645,-0.08924044259846453
piloto_sin_outliers_h24,LN,TARAPACA,15,14.291586175965929,13.083139310677273,1.092366735276023,-0.0923667352760229
piloto_sin_outliers_h24,LN,TARAPACA,16,14.333036045452348,13.083139310677273,1.095534925150191,-0.09553492515019091
piloto_sin_outliers_h24,LN,TARAPACA,17,14.343984630379685,13.083139310677273,1.0963717720771669,-0.09637177207716685
piloto_sin_outliers_h24,LN,TARAPACA,18,14.344791772584507,13.083139310677273,1.0964334653898844,-0.0964334653898844
piloto_sin_outliers_h24,LN,TARAPACA,19,14.337714110029896,13.083139310677273,1.095892489528775,-0.09589248952877494
piloto_sin_outliers_h24,LN,TARAPACA,20,14.358025969668278,13.083139310677273,1.0974450113781604,-0.09744501137816042
piloto_sin_outliers_h24,LN,TARAPACA,21,14.399732583028262,13.083139310677273,1.1006328252789073,-0.10063282527890727
piloto_sin_outliers_h24,LN,TARAPACA,22,14.464600847657543,13.083139310677273,1.1055909827278876,-0.10559098272788758
piloto_sin_outliers_h24,LN,TARAPACA,23,14.515716737005675,13.083139310677273,1.1094979876243665,-0.10949798762436647
piloto_sin_outliers_h24,LN,TARAPACA,24,14.582758457407259,13.083139310677273,1.114622271545036,-0.11462227154503601
